9.289646507501881700e+00,7.759556017658153060e+00,3.994118073548230008e+00,9.514472323342283433e-01
8.777099352260799847e+00,7.983950531330303413e+00,3.764506426641872405e+00,2.728928194909157501e+00
8.326718422851884682e+00,8.142722486484210265e+00,3.566417010484620231e+00,2.802667363934922662e+00
7.935687987721347092e+00,8.240955309170301391e+00,3.398244593952477466e+00,2.895470519131707832e+00
7.601192315315389081e+00,8.283732425439001901e+00,3.258383945921449421e+00,3.014397655991082114e+00
7.320415674080225088e+00,8.276137261340750229e+00,3.145229835267544072e+00,-3.114548693184706174e+00
7.090542332462059782e+00,8.223253242925967044e+00,3.057177030866765843e+00,-2.915469935635009335e+00
6.908756558907103162e+00,8.130163796245085450e+00,2.992620301595120935e+00,-2.668325251455821334e+00
6.772242621861565226e+00,8.001952347348533223e+00,2.949954416328615103e+00,-2.387546857752173679e+00
6.678184789771654195e+00,7.843702322286739026e+00,2.927574143943255436e+00,-2.107060068830207022e+00
6.623767331083578291e+00,7.660497147110133298e+00,2.923874253315045912e+00,-1.859526256186252002e+00
6.606174514243545737e+00,7.457420247869143815e+00,2.937249513319994065e+00,-1.657211880546421545e+00
6.622590607697766529e+00,7.239555050614202791e+00,2.966094692834105651e+00,-1.495588670286064792e+00
6.670199879892448891e+00,7.011984981395737115e+00,3.008804560733385980e+00,-1.364563672134509353e+00
6.746167483708862100e+00,6.779776025758604163e+00,3.063776104878917828e+00,-1.254619329757886259e+00
6.845800790055599272e+00,6.546299181056369321e+00,3.129621969351425559e+00,-1.167454989827634515e+00
6.961021172466784535e+00,6.311836155560286876e+00,3.205347853716210782e+00,-1.114034315097161221e+00
7.083390277320870787e+00,6.076340452569275463e+00,3.290001215613330476e+00,-1.091573432351453210e+00
7.204469750996312705e+00,5.839765575382257268e+00,3.382629512682841177e+00,-1.097751829289277170e+00
7.315821239871563186e+00,5.602065027298150923e+00,3.482280202564799421e+00,-1.132703450539610524e+00
7.409006390325076019e+00,5.363192311615875063e+00,3.588000742899260853e+00,-1.198850173029988531e+00
7.475586848735308543e+00,5.123100931634354538e+00,3.698838591326282899e+00,-1.300281021855391073e+00
7.508815081907937561e+00,4.881691352079094770e+00,3.813683033556287238e+00,-1.434013249681488356e+00
7.509322813482129710e+00,4.638632561139740318e+00,3.930733044682534150e+00,-1.568707404877207168e+00
7.479754346360409478e+00,4.393530415326604377e+00,4.047999328151862031e+00,-1.690853482759976378e+00
7.422754028684530603e+00,4.145990769730919290e+00,4.163492583179102091e+00,-1.797118692379042093e+00
7.340966208596258369e+00,3.895619479443913846e+00,4.275223508979080655e+00,-1.886534443309500153e+00
7.237035234237342962e+00,3.642022399556816392e+00,4.381202804766624936e+00,-1.959745593314595524e+00
7.113605453749542562e+00,3.384805385160856606e+00,4.479441169756562147e+00,-2.018207643472098134e+00
6.973321215274618012e+00,3.123574291347265497e+00,4.567949303163719499e+00,-2.063613309849261945e+00
6.818826866954327492e+00,2.857934973207270968e+00,4.644737904202927758e+00,-2.097572374588696498e+00
6.652766756930422964e+00,2.587493285832100920e+00,4.707817672089009697e+00,-2.121470333148996801e+00
6.477785233344666160e+00,2.311855084312986808e+00,4.755199306036796969e+00,-2.136428346986850801e+00
6.296526644338811707e+00,2.030626223741156089e+00,4.784893505261113233e+00,-2.143311944541179681e+00
6.111635338054617783e+00,1.743412559207839108e+00,4.794910968976789256e+00,-2.142759188958841321e+00
5.925755662633841681e+00,1.449819945804265098e+00,4.783262396398649585e+00,-2.135214223789170251e+00
5.741531966218245131e+00,1.149454238621664848e+00,4.747958486741525874e+00,-2.120960645963578362e+00
